"Subject","Pairing","Context","ContextOrder","Familiar","Song","Distort","Actual","SubTrial","Orig_IBI","Orig_SD","T2_Tries","T1_Tries","GMSI_Gen","GMSI_E","GMSI_SA","GMSI_MT","GMSI_PA","GMSI_AE","ContextC","FamiliarC","OrderC","GroupC","GMSI_Gen_Z","GMSI_PA_Z","GMSI_AE_Z","GMSI_MT_Z","GMSI_SA_Z","GMSI_E_Z","GMSI_Gen_hi","GMSI_Gen_lo"
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",-27,652,12,597.64,37.63,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",-24,652,8,570.27,65.95,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",-18,652,10,610.5,80.14,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",-12,652,14,559.55,64.26,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",-6,652,13,596.36,88.27,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",0,652,11,637.7,72.6,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",6,652,7,621.6,82.58,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"Rock Bottom",12,652,6,585.09,45.59,1,4,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-30,571,14,542.67,86.55,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-27,571,7,569.18,49.14,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-24,571,12,536.08,52.12,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-18,571,13,546.64,61.86,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-12,571,10,503.25,39.79,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",-6,571,11,579.27,32.52,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",0,571,6,517.75,50.6,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",6,571,8,492.08,37.83,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
1,"SUFFSlowFirst","Slow","slow fast",0,"The Boogie That Be",12,571,9,570.64,36.84,1,3,57,31,26,10,41,22,-1,-1,1,1,-0.745834303000185,-0.568736454201428,-1.29014704361398,-1.17260181265599,-0.326213597692072,-0.19820694280964,-1.74583430300019,0.254165696999815
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",-12,571,7,509.67,97.98,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",-6,571,14,486.23,27.65,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",0,571,10,525.75,24.33,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",6,571,9,498.92,24.89,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",12,571,12,502,20.17,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",18,571,11,540.25,41.26,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",24,571,8,485.85,46.72,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",27,571,6,539.58,30.2,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Lets Get It Started",30,571,13,502.92,42.29,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",-12,698,10,561.09,22.45,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",-6,698,9,604,33.71,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",0,698,8,607.6,36.73,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",6,698,12,641,22.98,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",12,698,7,631.1,31.23,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",18,698,11,602.5,34.7,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",24,698,14,625.1,43.37,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",27,698,13,645.8,44.17,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"My Name Is",30,698,6,615.9,34.12,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",-12,504,7,434.71,18.87,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",-6,504,9,446.93,32.04,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",0,504,8,466.54,39.74,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",6,504,6,463.31,18.76,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",12,504,12,479.46,28.82,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",18,504,14,447.29,18.91,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",24,504,11,522.5,31.02,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",27,504,13,467.15,18.25,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Fast","fast slow",1,"Poker Face",30,504,10,447.43,41.93,1,1,44,28,17,14,38,27,1,1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-30,469,7,439,35.56,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-27,469,8,431.79,10.72,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-24,469,13,441.86,19.72,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-18,469,9,423.53,22.54,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-12,469,12,447.71,19.59,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",-6,469,11,438.64,20.87,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",0,469,10,434.86,28.33,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",6,469,14,426,36.57,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Electric Chapel",12,469,6,459.71,20,1,1,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Rock Bottom",-30,652,6,588.36,22.86,1,2,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Rock Bottom",-27,652,11,587.27,50.18,1,2,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
2,"SUFFFastFirst","Slow","fast slow",0,"Rock Bottom",-24,652,12,511.58,23,1,2,44,28,17,14,38,27,-1,-1,-1,1,-1.31757951807649,-0.882522084105664,-0.901646051810524,-0.844887768944272,-1.30485439076829,-0.805479278226407,-2.31757951807649,-0.317579518076494
