"Subject","Order","Context","Song","Distort","IBI","SD_IBI","Tries","GMSI_AE","GMSI_PA","GMSI_MT","GMSI_SA","GMSI_E","GMSI_Gen","GMSI_AE_Z","GMSI_PA_Z","GMSI_MT_Z","GMSI_SA_Z","GMSI_E_Z","GMSI_Gen_Z","Actual"
1,"J1T2","slow","Rock Bottom",6,465,166.84,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,652
1,"J1T2","slow","Rock Bottom",12,620,116.28,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,652
1,"J1T2","slow","The Boogie That Be",-30,346.63,165.96,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",-27,359.18,144.79,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",-24,1355.8,20.61,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",-18,1301.4,48.9,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",-12,503,254.83,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",-6,333.72,136.45,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",0,342.28,155.05,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",6,375.5,196.4,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
1,"J1T2","slow","The Boogie That Be",12,382.5,154.33,6,50,40,12,32,33,74,1.29279259787386,-0.942949992018155,-0.910222117519656,0.386532463588229,-0.0397888426845025,0.0509540997881008,571
2,"J1T2","slow","Electric Chapel",-30,617.3,36.41,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",-27,707.11,49.79,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",-24,588.55,33.1,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",-18,565.91,70.08,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",-12,611.73,94.14,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",-6,467.77,50.23,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",0,513.42,40.41,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",6,565.27,41.34,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Electric Chapel",12,518.25,33.06,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,469
2,"J1T2","slow","Rock Bottom",-30,805.25,77.38,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",-27,737.44,43.49,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",-24,810,81.58,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",-18,757.88,37.05,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",-12,627.8,76.16,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",-6,588.45,77.52,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",0,697.67,66.61,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",6,625.5,96.49,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","Rock Bottom",12,578.09,99.14,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,652
2,"J1T2","slow","The Boogie That Be",-30,695,35.98,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",-27,663.8,51.53,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",-24,618.2,28.44,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",-18,653.4,32.75,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",-12,641.4,49.19,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",-6,550.91,67.14,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",0,638.2,27.12,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",6,629.3,42.26,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
2,"J1T2","slow","The Boogie That Be",12,533,43.22,6,36,40,7,29,34,57,-0.292928836376253,-0.942949992018155,-1.36690795502952,0.0149487693100419,0.170006873288328,-0.846202014338096,571
3,"J1T2","slow","Electric Chapel",-30,506.08,33.49,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",-27,501,72.16,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",-24,487.46,97.54,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",-18,435.43,28.48,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",-12,494.23,26.98,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",-6,480.77,40.27,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",0,457,25.16,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",6,564,170.85,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Electric Chapel",12,481.31,189.39,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,469
3,"J1T2","slow","Rock Bottom",-30,677.67,22.64,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",-27,718.78,50.26,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",-24,652.8,40.86,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",-18,659.1,58.9,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",-12,684.33,26.77,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",-6,655.5,60.07,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",0,670.11,59.98,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",6,689.22,55.98,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","Rock Bottom",12,729,163.29,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,652
3,"J1T2","slow","The Boogie That Be",-30,610.2,32.24,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",-27,624.6,42.6,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",-24,578.55,39.4,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",-18,637.2,71.87,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",-12,596.55,35.1,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",-6,629.3,48.32,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",0,616.6,32.75,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",6,645.9,143.05,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
3,"J1T2","slow","The Boogie That Be",12,603.6,83.74,1,24,44,14,14,29,46,-1.65211863716207,-0.420839256580895,-0.727547782515711,-1.84296970208089,-0.878971706575825,-1.42671479406681,571
4,"T1J2","slow","Electric Chapel",-30,482.69,19.2,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",-27,519,96.27,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",-24,529.17,28.43,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",-18,507.67,71.06,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",-12,512.58,15.82,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",-6,513.33,29.83,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",0,499.67,22.74,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",6,524.58,25.44,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Electric Chapel",12,500,33.54,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,469
4,"T1J2","slow","Rock Bottom",-30,755,41.95,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",-27,755.25,23.84,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",-24,739,42.78,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",-18,751.67,32.17,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",-12,765,36.61,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",-6,727,43.49,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",0,735.89,31.43,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",6,727.67,21.63,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","Rock Bottom",12,730.33,36.83,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,652
4,"T1J2","slow","The Boogie That Be",-30,676.56,24.43,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",-27,698.89,51.7,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",-24,685.22,69.72,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",-18,689.78,40.1,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",-12,674.56,28,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",-6,705.78,31.71,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",0,714,40.53,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",6,685.22,38.97,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
4,"T1J2","slow","The Boogie That Be",12,694.11,48.95,1,32,46,18,20,36,58,-0.745992103304858,-0.159783888862265,-0.362199112507822,-1.09980231352452,0.58959830523399,-0.793428125271849,571
5,"T1J2","slow","Electric Chapel",-30,546.33,26.86,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",-27,537.67,13.98,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",-24,561.18,29.56,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",-18,512,16,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",-12,520.08,16.67,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",-6,512,18.71,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",0,499.38,24.76,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",6,521.67,17.69,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Electric Chapel",12,484.85,103.16,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,469
5,"T1J2","slow","Rock Bottom",-30,738.67,39.86,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",-27,704.11,17.76,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",-24,683.89,38.18,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",-18,711.11,29.8,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",-12,689.89,30.59,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",-6,676.44,24.96,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",0,671.89,24.57,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",6,653.4,23.41,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","Rock Bottom",12,667.5,21.34,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,652
5,"T1J2","slow","The Boogie That Be",-30,610.3,23.38,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",-27,602,30.38,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",-24,581.55,24.56,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",-18,623.8,18.05,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",-12,603.2,17.8,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",-6,583.73,16.67,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",0,597.55,21.79,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",6,580.09,20.83,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
5,"T1J2","slow","The Boogie That Be",12,580,20.19,2,50,60,44,40,40,111,1.29279259787386,1.66760368516814,2.01256724254346,1.37742231499673,1.42878116912531,2.00358799523923,571
6,"T1J2","slow","Electric Chapel",-30,496.54,18.04,3,45,53,30,32,40,92,0.726463514213108,0.75390989815294,0.733846897515848,0.386532463588229,1.42878116912531,1.00088410298054,469
6,"T1J2","slow","Electric Chapel",-27,492.77,12.01,3,45,53,30,32,40,92,0.726463514213108,0.75390989815294,0.733846897515848,0.386532463588229,1.42878116912531,1.00088410298054,469
6,"T1J2","slow","Electric Chapel",-24,537.08,16.71,3,45,53,30,32,40,92,0.726463514213108,0.75390989815294,0.733846897515848,0.386532463588229,1.42878116912531,1.00088410298054,469
6,"T1J2","slow","Electric Chapel",-18,500.33,19.14,3,45,53,30,32,40,92,0.726463514213108,0.75390989815294,0.733846897515848,0.386532463588229,1.42878116912531,1.00088410298054,469
6,"T1J2","slow","Electric Chapel",-12,514.67,16.44,3,45,53,30,32,40,92,0.726463514213108,0.75390989815294,0.733846897515848,0.386532463588229,1.42878116912531,1.00088410298054,469
